Production Line Tag,Manufactured Part Code,Shift Date,Gross Quantity Produced,Conforming Quality Qty,Unplanned Downtime Duration
LIN-WLD-02-7,PRD-PLT-005-7,2024-09-23,1023,987,31 min
LIN-PNT-01-5,PRD-HSG-450-5,2026-04-21,2470,2418,42
LIN-CNC-01-6,PRD-FLG-880-6,2025-07-08,1909,1737,240
LIN-CNC-02-2,PRD-FLG-880-2,2026-02-16,2988,2883,1.6 hrs
LIN-CNC-01-10,PRD-FLG-880-10,2026-02-10,1864,1832,74
LIN-CNC-02-5,PRD-BRK-220-5,2025-06-17,1864,1836,4 min
LIN-CNC-02-8,PRD-BRK-220-8,2025-10-17,1766,1666,22
LIN-PRS-01-4,PRD-BRK-220-4,2024-12-25,2531,2445,3 min
LIN-PNT-01-8,PRD-HSG-450-8,2025-06-18,3713,3382,42 min
LIN-WLD-02-5,PRD-CHS-010-5,2025-02-12,1113,1094,2 min
LIN-CNC-01-8,PRD-FLG-880-8,2025-09-01,1911,1884,34 min
LIN-PNT-01-8,PRD-FLG-880-8,2025-10-17,3003,2915,15
LIN-WLD-02-10,PRD-CHS-010-10,2024-06-06,1142,1002,6
LIN-WLD-02-8,PRD-CHS-010-8,2025-03-19,900,880,41 min
LIN-EDR-01-6,PRD-STA-320-6,2026-01-25,549,519,123
LIN-CNC-01-10,PRD-VAL-101-10,2025-12-28,732,730,2.1 hrs
LIN-EDR-02-10,PRD-MOT-500-10,2025-01-29,1220,1197,63
LIN-EDR-02,PRD-MOT-500,2025-05-16,1365,1294,137 mins
LIN-PNT-01-5,PRD-FLG-880-5,2024-08-12,3356,3288,240 mins
LIN-WLD-02-7,PRD-CHS-010-7,2026-03-01,500,478,154 mins
LIN-WLD-01-3,PRD-CHS-010-3,2024-03-07,879,836,39
LIN-PNT-01-8,PRD-FLG-880-8,2026-03-12,3350,3219,15
LIN-CNC-01-4,PRD-FLG-880-4,2025-05-28,1655,1527,3
LIN-WLD-02-9,PRD-CHS-010-9,2026-03-31,1122,1078,61
LIN-EDR-02-7,PRD-MOT-500-7,2026-03-03,1163,1126,51 min
LIN-EDR-02-3,PRD-MOT-500-3,2024-01-02,1495,1470,2
LIN-PRS-01-5,PRD-BRK-220-5,2026-06-12,3195,2841,18
LIN-CNC-01-10,PRD-FLG-880-10,2026-03-12,1815,1727,140 mins
LIN-EDR-01-4,PRD-STA-320-4,2025-12-18,1258,1248,15
LIN-CNC-01-8,PRD-FLG-880-8,2024-01-03,1549,1463,36 min
LIN-CNC-02-9,PRD-FLG-880-9,2024-11-12,2067,1948,47
LIN-EDR-01-5,PRD-STA-320-5,2025-08-13,1105,1084,74
LIN-EDR-01-7,PRD-STA-320-7,2025-04-29,1184,1141,55
LIN-EDR-01-9,PRD-STA-320-9,2025-05-06,1567,1505,80
LIN-EDR-01-5,PRD-STA-320-5,2025-10-20,1076,1016,50 min
LIN-CNC-02-4,PRD-FLG-880-4,2026-04-28,2874,2804,3.5 hrs
LIN-CNC-01-7,PRD-VAL-101-7,2024-08-19,1429,1363,9 min
LIN-EDR-02-3,PRD-MOT-500-3,2025-08-21,1569,1473,5
LIN-PNT-01-10,PRD-FLG-880-10,2025-03-11,2495,2474,52
LIN-WLD-02-5,PRD-CHS-010-5,2024-05-10,1032,966,67 mins
LIN-CNC-01,PRD-FLG-880,2025-07-24,1827,1740,2.8 hrs
LIN-CNC-02-2,PRD-BRK-220-2,2025-08-07,2042,1961,64 mins
LIN-PRS-01-2,PRD-PLT-005-2,2026-05-27,2882,2755,7 min
LIN-PNT-01-10,PRD-FLG-880-10,2026-02-13,2930,2882,14 min
LIN-PNT-01-7,PRD-FLG-880-7,2025-04-21,2848,2698,77 mins
LIN-PRS-01-2,PRD-PLT-005-2,2026-06-07,969,931,1 min
LIN-PNT-01-10,PRD-HSG-450-10,2024-11-25,3311,2971,4
LIN-CNC-01-5,PRD-FLG-880-5,2025-10-16,1723,1535,45 min
LIN-EDR-02,PRD-MOT-500,2026-04-10,1405,1335,79 mins
LIN-PNT-01-6,PRD-HSG-450-6,2026-04-07,3144,3084,11
LIN-PRS-01-4,PRD-PLT-005-4,2024-04-29,2938,2891,34 min
LIN-PNT-01-4,PRD-FLG-880-4,2025-05-05,3568,3440,7 min
LIN-EDR-01-7,PRD-STA-320-7,2026-06-19,1393,1292,86
LIN-PRS-01-9,PRD-BRK-220-9,2025-10-13,3486,3388,127 mins
LIN-PNT-01-7,PRD-HSG-450-7,2024-12-30,3707,3665,193
LIN-CNC-01-9,PRD-VAL-101-9,2025-04-29,1686,1640,5 min
LIN-PNT-01,PRD-FLG-880,2025-05-12,2870,2805,38 min
LIN-CNC-01-3,PRD-FLG-880-3,2024-10-29,2121,1995,215 mins
LIN-CNC-01-10,PRD-FLG-880-10,2025-04-21,2446,2407,21 min
LIN-PRS-01-6,PRD-BRK-220-6,2024-02-12,2970,2821,58
LIN-EDR-01,PRD-STA-320,2025-04-24,1611,1576,2 min
LIN-EDR-01-2,PRD-STA-320-2,2025-12-15,1600,1543,15
LIN-PRS-01-10,PRD-PLT-005-10,2025-12-28,938,881,24 min
LIN-WLD-02-2,PRD-PLT-005-2,2026-03-27,941,918,1.5 hrs
LIN-PNT-01-10,PRD-HSG-450-10,2024-04-28,888,879,13
LIN-CNC-01-6,PRD-FLG-880-6,2024-04-12,1736,1694,5
LIN-WLD-02-7,PRD-CHS-010-7,2026-02-04,1269,1222,2
LIN-PRS-01-8,PRD-PLT-005-8,2024-02-09,3049,2906,6
LIN-WLD-02-2,PRD-PLT-005-2,2025-11-11,972,931,11 min
LIN-CNC-01-6,PRD-FLG-880-6,2025-06-27,2156,2064,17
LIN-PNT-01-6,PRD-FLG-880-6,2024-07-22,2557,2488,40 min
LIN-EDR-02-3,,2024-07-24,,,Line Maintenance
LIN-WLD-01-9,PRD-CHS-010-9,2025-10-23,1177,1155,6 min
LIN-CNC-02-6,PRD-BRK-220-6,2025-10-01,2401,2286,1
LIN-PNT-01-9,PRD-FLG-880-9,2026-06-26,3709,3600,2
LIN-WLD-01-3,PRD-CHS-010-3,2025-03-16,382,372,10
LIN-CNC-02-9,PRD-FLG-880-9,2025-09-10,1851,1694,1.1 hrs
LIN-PRS-01-9,PRD-BRK-220-9,2025-01-31,2567,2540,2 min
LIN-PNT-01-10,PRD-FLG-880-10,2025-08-08,2645,2618,4 min
LIN-PRS-01,PRD-BRK-220,2024-11-15,3866,3815,1 min
LIN-PNT-01-4,PRD-FLG-880-4,2025-12-23,3076,2827,5 min
LIN-EDR-01-9,PRD-STA-320-9,2024-12-24,1089,1066,1.4 hrs
LIN-PNT-01-8,PRD-FLG-880-8,2026-01-21,2521,2309,125 mins
LIN-PNT-01-6,PRD-HSG-450-6,2025-10-11,944,919,30
LIN-EDR-01-4,PRD-STA-320-4,2025-11-27,1403,1331,14 min
LIN-WLD-02-2,PRD-PLT-005-2,2024-12-26,1039,993,93 mins
LIN-WLD-01-4,PRD-CHS-010-4,2024-04-22,800,770,69
LIN-CNC-02-10,PRD-BRK-220-10,2024-01-07,665,660,2 min
LIN-EDR-02-6,PRD-MOT-500-6,2024-07-24,1017,1002,20
LIN-CNC-01-9,PRD-FLG-880-9,2026-04-13,2257,2108,20
LIN-WLD-01-7,PRD-CHS-010-7,2026-04-14,1009,990,6 min
LIN-CNC-01,PRD-VAL-101,2025-02-07,1574,1565,23
LIN-EDR-01-7,PRD-STA-320-7,2025-12-18,1341,1331,18 min
LIN-PRS-01-2,PRD-BRK-220-2,2025-06-21,1254,1226,3.4 hrs
LIN-PRS-01-6,PRD-BRK-220-6,2024-04-04,2772,2711,51 min
LIN-WLD-02-3,PRD-PLT-005-3,2025-04-16,1103,1080,11 min
LIN-EDR-01-3,PRD-STA-320-3,2024-08-21,979,967,30 min
LIN-PRS-01-2,PRD-PLT-005-2,2026-05-12,3638,3556,25
LIN-WLD-02-10,PRD-PLT-005-10,2025-09-11,1170,1135,3 min
LIN-CNC-02-10,PRD-FLG-880-10,2025-07-01,2809,2736,22
LIN-CNC-02-9,PRD-BRK-220-9,2025-10-31,2765,2639,10
LIN-PRS-01-5,PRD-PLT-005-5,2024-07-18,2491,2433,173
LIN-PRS-01,PRD-BRK-220,2025-12-26,3164,2844,70
LIN-WLD-02-9,PRD-PLT-005-9,2025-01-15,1066,1033,1 min
LIN-CNC-02-5,PRD-FLG-880-5,2025-03-06,2438,2399,39 min
LIN-PRS-01,PRD-PLT-005,2024-04-12,3319,3207,25 min
LIN-CNC-02-8,PRD-BRK-220-8,2025-08-01,1644,1631,40 min
LIN-PNT-01-10,PRD-HSG-450-10,2025-06-06,2444,2341,39
LIN-PNT-01-6,PRD-FLG-880-6,2024-08-26,2692,2555,3 min
LIN-PRS-01-3,PRD-PLT-005-3,2025-08-28,3576,3494,72
LIN-EDR-02-3,PRD-MOT-500-3,2024-11-01,1411,1387,30 min
LIN-EDR-01,PRD-STA-320,2025-08-07,1182,1006,227 mins
LIN-WLD-01-6,PRD-CHS-010-6,2025-03-10,724,712,11
LIN-CNC-02-8,PRD-BRK-220-8,2026-04-19,984,956,44
LIN-WLD-02-8,PRD-PLT-005-8,2024-12-26,922,902,172 mins
LIN-PRS-01-6,PRD-BRK-220-6,2025-04-13,775,773,6 min
LIN-CNC-01-5,PRD-VAL-101-5,2024-12-26,1710,1632,18 min
LIN-PNT-01-5,PRD-HSG-450-5,2025-06-12,2972,2891,30 min
LIN-CNC-01-4,PRD-FLG-880-4,2025-10-24,1850,1840,9
LIN-CNC-01-10,PRD-VAL-101-10,2026-06-25,1525,1444,235 mins
LIN-WLD-01-5,PRD-CHS-010-5,2024-01-10,830,793,12
LIN-CNC-02-5,PRD-FLG-880-5,2026-04-15,2843,2729,4
LIN-PRS-01-6,PRD-PLT-005-6,2025-12-02,3661,3435,3
LIN-CNC-02-8,PRD-FLG-880-8,2025-07-01,1867,1841,58 min
LIN-PRS-01-3,PRD-BRK-220-3,2025-11-18,2853,2572,1.4 hrs
LIN-PRS-01-6,PRD-PLT-005-6,2025-08-08,2711,2620,1.1 hrs
LIN-PNT-01-8,PRD-FLG-880-8,2025-08-29,3428,3421,9
LIN-WLD-01-2,PRD-CHS-010-2,2026-06-15,865,805,3.9 hrs
LIN-CNC-02-10,PRD-FLG-880-10,2025-05-02,2111,2076,59 min
LIN-CNC-01-7,PRD-VAL-101-7,2026-04-10,2265,2112,12
LIN-WLD-02-10,PRD-PLT-005-10,2025-03-05,1004,934,7
LIN-WLD-02-8,PRD-PLT-005-8,2025-03-31,1157,1129,134
LIN-CNC-01-5,PRD-FLG-880-5,2025-01-31,1934,1886,7 min
LIN-WLD-02-9,PRD-CHS-010-9,2026-03-03,1021,1001,36 min
LIN-PRS-01-2,PRD-BRK-220-2,2024-03-23,1371,1325,35
LIN-EDR-01-5,PRD-STA-320-5,2024-06-17,1658,1632,20
LIN-CNC-02-6,PRD-BRK-220-6,2026-03-11,2445,2397,190
LIN-PNT-01-7,PRD-HSG-450-7,2024-02-20,3202,2860,77 mins
LIN-CNC-02-5,PRD-BRK-220-5,2025-11-20,2967,2929,44 min
LIN-WLD-02-6,PRD-CHS-010-6,2024-09-11,979,903,3.1 hrs
LIN-PNT-01-4,PRD-HSG-450-4,2024-03-01,3160,2863,30 min
LIN-PRS-01-9,PRD-BRK-220-9,2025-05-25,1031,993,101 mins
LIN-PNT-01-8,PRD-FLG-880-8,2025-05-12,3521,3459,16 min
LIN-PRS-01-3,PRD-BRK-220-3,2024-06-11,3669,3656,17 min
LIN-CNC-01-4,PRD-VAL-101-4,2024-07-23,1992,1979,42 min
LIN-CNC-01-3,PRD-FLG-880-3,2025-10-24,1878,1766,41
LIN-CNC-02-6,PRD-BRK-220-6,2026-04-13,2603,2502,152 mins
LIN-EDR-01-5,PRD-STA-320-5,2025-04-25,1144,1110,169
LIN-CNC-02-9,PRD-BRK-220-9,2024-05-31,2464,2295,215 mins
LIN-CNC-01-3,PRD-VAL-101-3,2024-04-19,2018,1863,48 min
LIN-EDR-02-8,,2025-07-14,,,Line Maintenance
LIN-PNT-01-3,PRD-HSG-450-3,2024-08-30,2720,2698,33
LIN-EDR-01-7,PRD-STA-320-7,2024-03-11,1467,1377,1
LIN-PRS-01-7,PRD-BRK-220-7,2025-09-17,2418,2308,113
LIN-PRS-01-8,PRD-PLT-005-8,2025-03-06,3528,3476,17
LIN-CNC-01-7,PRD-FLG-880-7,2026-05-24,666,644,7 min
LIN-CNC-02-10,PRD-BRK-220-10,2025-10-21,1856,1823,23
LIN-CNC-01-4,PRD-VAL-101-4,2024-07-03,2095,2004,10
LIN-EDR-02,PRD-MOT-500,2026-01-06,1236,1154,39 min
LIN-CNC-02-7,PRD-FLG-880-7,2025-10-21,2033,2004,0
LIN-EDR-02-8,PRD-MOT-500-8,2024-05-10,1414,1395,7 min
LIN-PRS-01-2,PRD-BRK-220-2,2025-10-24,3660,3641,40 min
LIN-WLD-02,PRD-CHS-010,2025-04-18,1217,1190,43 min
LIN-EDR-01-4,PRD-STA-320-4,2026-01-21,1059,1027,None
LIN-CNC-02-9,PRD-BRK-220-9,2025-05-06,1763,1758,21
LIN-WLD-02,PRD-PLT-005,2025-09-01,1065,1045,14
LIN-CNC-02-4,PRD-FLG-880-4,2026-05-11,2080,2066,17 min
LIN-WLD-02-10,PRD-PLT-005-10,2024-11-08,890,840,34 min
LIN-CNC-02-5,PRD-FLG-880-5,2026-02-18,2446,2413,23
LIN-PRS-01-6,PRD-BRK-220-6,2024-04-19,2790,2668,8 min
LIN-CNC-02-8,PRD-BRK-220-8,2024-05-12,746,728,0
LIN-CNC-02-7,PRD-BRK-220-7,2026-03-27,2068,2019,3.2 hrs
LIN-EDR-02-5,PRD-MOT-500-5,2024-06-04,1370,1332,29 min
LIN-WLD-02-2,PRD-PLT-005-2,2025-12-29,1234,1218,36
LIN-WLD-01-8,PRD-CHS-010-8,2024-04-19,1068,989,7
LIN-PNT-01-3,PRD-FLG-880-3,2024-02-25,759,726,3 min
LIN-EDR-01-2,PRD-STA-320-2,2026-05-08,1453,1443,2 min
LIN-WLD-02-8,PRD-PLT-005-8,2024-12-20,1210,1194,1.9 hrs
LIN-CNC-01-3,PRD-VAL-101-3,2024-08-15,1799,1758,-
LIN-PNT-01-8,PRD-HSG-450-8,2025-12-23,3286,3025,0
LIN-PNT-01-3,PRD-FLG-880-3,2024-11-20,2553,2466,1
LIN-CNC-01-10,PRD-FLG-880-10,2025-10-19,454,447,1 min
LIN-PNT-01-7,PRD-HSG-450-7,2025-03-18,3166,3087,47 min
LIN-PNT-01-7,PRD-FLG-880-7,2024-12-08,889,875,96 mins
LIN-WLD-02-10,PRD-CHS-010-10,2025-03-23,361,319,1.5 hrs
LIN-PRS-01-5,PRD-PLT-005-5,2025-05-27,2669,2614,25 min
LIN-WLD-01-10,PRD-CHS-010-10,2025-06-24,710,680,28 min
LIN-PRS-01-4,PRD-PLT-005-4,2024-04-26,3471,3273,34
LIN-PNT-01-9,PRD-FLG-880-9,2025-08-28,2371,2345,17 min
LIN-PNT-01-4,PRD-HSG-450-4,2025-06-16,2480,2297,29 min
LIN-EDR-02-8,PRD-MOT-500-8,2024-11-18,1137,1065,1 min
LIN-CNC-01-8,PRD-VAL-101-8,2025-04-03,1527,1507,17 min
LIN-WLD-02-8,PRD-CHS-010-8,2025-01-22,1180,1173,6
LIN-EDR-01-2,PRD-STA-320-2,2024-07-10,1257,1210,25 min
LIN-EDR-02-4,PRD-MOT-500-4,2024-03-15,1085,1041,None
LIN-CNC-02-3,PRD-BRK-220-3,2026-04-03,2294,2149,24 min
LIN-EDR-01-3,PRD-STA-320-3,2024-10-16,1263,1217,16
LIN-PNT-01-5,PRD-HSG-450-5,2025-05-25,815,786,13
LIN-WLD-02-2,PRD-PLT-005-2,2026-01-06,1297,1255,37 min
LIN-PRS-01-8,PRD-PLT-005-8,2024-08-20,3687,3558,2 min
LIN-EDR-02-6,PRD-MOT-500-6,2024-06-17,1494,1472,11
LIN-PRS-01-10,PRD-BRK-220-10,2026-04-16,3029,2978,2 min
LIN-EDR-01-8,PRD-STA-320-8,2025-04-07,1213,1149,53 min
LIN-EDR-02,PRD-MOT-500,2024-12-19,1573,1525,16
LIN-CNC-02-4,PRD-FLG-880-4,2024-11-06,2477,2423,27 min
LIN-PRS-01-5,PRD-PLT-005-5,2024-02-22,3647,3511,1.6 hrs
LIN-WLD-01-5,PRD-CHS-010-5,2025-01-24,802,761,27
LIN-PNT-01-6,PRD-HSG-450-6,2024-10-07,2306,2242,4
LIN-WLD-01-7,PRD-CHS-010-7,2024-05-07,967,949,1.6 hrs
LIN-PNT-01-6,PRD-HSG-450-6,2026-01-12,2447,2234,45 min
LIN-PNT-01-7,PRD-FLG-880-7,2026-06-09,2088,1995,33 min
LIN-CNC-01-10,PRD-VAL-101-10,2024-04-22,2272,2138,44
LIN-CNC-02-7,PRD-BRK-220-7,2026-06-15,2691,2631,116 mins
LIN-PRS-01-9,PRD-PLT-005-9,2026-05-25,3775,3744,-
LIN-PNT-01-10,PRD-HSG-450-10,2024-08-02,3349,3271,1.7 hrs
LIN-PRS-01,PRD-PLT-005,2024-09-23,3548,3458,42
LIN-PNT-01-6,PRD-HSG-450-6,2024-06-11,2932,2870,8 min
LIN-PRS-01-7,PRD-PLT-005-7,2026-03-16,2721,2484,1.1 hrs
LIN-PNT-01-5,PRD-FLG-880-5,2024-03-28,3308,3177,54 min
LIN-PNT-01-8,PRD-FLG-880-8,2026-01-23,2510,2424,113 mins
LIN-PRS-01,PRD-BRK-220,2024-02-09,3361,3260,1.4 hrs
LIN-WLD-01-7,,2025-03-25,,,Line Maintenance
LIN-CNC-02-7,PRD-FLG-880-7,2024-11-22,2210,1868,23
LIN-EDR-01-9,,2024-07-02,,,Line Maintenance
LIN-PRS-01-2,PRD-PLT-005-2,2025-02-20,3700,3642,-
LIN-CNC-02-5,PRD-FLG-880-5,2026-04-01,2252,2221,8 min
LIN-CNC-01-8,PRD-FLG-880-8,2024-04-30,1644,1596,88
LIN-PRS-01-10,PRD-BRK-220-10,2024-04-23,2646,2616,60 min
LIN-PNT-01-5,PRD-FLG-880-5,2024-03-14,2590,2516,1 min
LIN-CNC-01-3,PRD-VAL-101-3,2024-07-04,1474,1431,81
LIN-WLD-02-5,PRD-CHS-010-5,2024-10-23,1272,1238,32
LIN-PRS-01-9,PRD-BRK-220-9,2025-02-04,2565,2511,21 min
LIN-PRS-01,PRD-PLT-005,2026-02-17,3096,3059,43
LIN-PRS-01-5,PRD-PLT-005-5,2026-05-29,2633,2621,28 min
LIN-PRS-01-5,PRD-BRK-220-5,2025-03-09,1275,1181,86
LIN-CNC-01,PRD-VAL-101,2024-12-09,1825,1737,80
LIN-PRS-01-9,PRD-BRK-220-9,2026-01-02,4130,4042,51
LIN-EDR-01-7,PRD-STA-320-7,2025-12-04,1314,1282,38 min
LIN-EDR-02-3,PRD-MOT-500-3,2026-03-09,1171,1150,127 mins
LIN-CNC-01-2,PRD-FLG-880-2,2025-04-30,2110,2098,54
LIN-PNT-01-4,PRD-HSG-450-4,2024-12-16,3419,3267,None
LIN-CNC-01-10,PRD-FLG-880-10,2024-05-06,1879,1818,22
LIN-CNC-02-10,PRD-FLG-880-10,2024-12-14,1124,1057,36
LIN-EDR-02-9,PRD-MOT-500-9,2024-07-09,1803,1768,111
LIN-EDR-02-3,PRD-MOT-500-3,2024-09-17,1158,1079,15 min
LIN-PNT-01,PRD-HSG-450,2024-09-24,2550,2508,0
LIN-CNC-01-9,PRD-VAL-101-9,2025-08-14,1768,1598,145
LIN-CNC-01-10,PRD-VAL-101-10,2024-03-15,2397,2367,1.3 hrs
LIN-PNT-01-4,PRD-HSG-450-4,2024-04-25,2041,2024,1.1 hrs
LIN-CNC-02,PRD-BRK-220,2024-12-07,852,845,54
LIN-WLD-01-10,PRD-CHS-010-10,2024-03-11,1087,1032,14
LIN-CNC-01-5,PRD-VAL-101-5,2024-08-30,1658,1626,3
LIN-PRS-01-9,PRD-PLT-005-9,2024-03-18,3587,3461,110 mins
LIN-EDR-02-3,PRD-MOT-500-3,2025-02-07,1167,1035,29 min
LIN-CNC-02-4,PRD-BRK-220-4,2026-05-05,3038,2945,61
LIN-EDR-02,PRD-MOT-500,2025-03-16,447,412,2.2 hrs
LIN-CNC-01-7,PRD-VAL-101-7,2024-12-24,1564,1510,76 mins
LIN-EDR-01-3,PRD-STA-320-3,2024-07-14,340,330,97 mins
LIN-WLD-01-5,PRD-CHS-010-5,2025-11-12,972,935,272
LIN-WLD-01-5,PRD-CHS-010-5,2025-03-03,984,970,20
LIN-WLD-02-3,PRD-PLT-005-3,2025-06-30,1202,1097,59
LIN-PRS-01-10,PRD-BRK-220-10,2026-04-08,2587,2504,29 min
LIN-EDR-02-5,PRD-MOT-500-5,2024-07-23,1424,1330,54
LIN-PRS-01-2,PRD-BRK-220-2,2024-03-14,3426,3213,35
LIN-CNC-02-9,PRD-BRK-220-9,2025-06-17,2359,2142,36
LIN-PNT-01-8,PRD-FLG-880-8,2025-10-03,2530,2436,15
LIN-EDR-02-6,PRD-MOT-500-6,2024-08-08,1144,1072,43
LIN-CNC-02-5,PRD-BRK-220-5,2025-02-18,3120,3064,6
LIN-PNT-01-5,PRD-FLG-880-5,2024-09-13,2712,2575,8
LIN-CNC-02-9,PRD-FLG-880-9,2024-06-14,2161,2041,0
LIN-PRS-01-10,PRD-BRK-220-10,2024-08-07,2711,2587,1.3 hrs
LIN-PNT-01-2,PRD-HSG-450-2,2024-08-01,3268,3186,1.5 hrs
LIN-PRS-01-6,PRD-PLT-005-6,2026-03-24,2991,2818,1
LIN-WLD-02-9,PRD-PLT-005-9,2025-03-13,1364,1274,43 min
LIN-EDR-01-7,PRD-STA-320-7,2025-02-17,1433,1344,60
LIN-CNC-01-7,PRD-VAL-101-7,2024-02-06,1764,1687,10
LIN-WLD-02-6,PRD-PLT-005-6,2025-04-05,403,396,22 min
LIN-CNC-01-8,PRD-FLG-880-8,2024-08-14,2194,2186,38 min
LIN-WLD-02-9,PRD-CHS-010-9,2025-08-11,1162,1068,7 min
LIN-EDR-01-8,PRD-STA-320-8,2025-12-17,1496,1483,5 min
LIN-PRS-01-3,PRD-BRK-220-3,2024-01-30,2202,2162,41 min
LIN-WLD-02-6,PRD-PLT-005-6,2024-09-15,438,426,2.8 hrs
LIN-CNC-01,PRD-FLG-880,2024-01-30,2041,1910,98
LIN-CNC-01-6,PRD-FLG-880-6,2025-06-17,1597,1562,20
LIN-CNC-02-3,PRD-BRK-220-3,2024-01-18,2357,2287,2 min
LIN-WLD-01-3,PRD-CHS-010-3,2025-03-17,1086,1019,22
LIN-WLD-02-3,PRD-CHS-010-3,2025-03-04,1239,1154,52
LIN-PNT-01-2,PRD-HSG-450-2,2024-03-29,2073,1930,1.2 hrs
LIN-PRS-01-10,PRD-PLT-005-10,2024-11-14,3947,3860,3 min
LIN-WLD-02-7,PRD-CHS-010-7,2025-09-01,938,911,10 min
LIN-PRS-01-6,PRD-PLT-005-6,2026-04-29,2878,2751,3.5 hrs
LIN-CNC-02-8,PRD-FLG-880-8,2024-06-18,2844,2739,19
LIN-CNC-02-10,PRD-FLG-880-10,2026-01-16,1818,1729,3.5 hrs
LIN-EDR-01,PRD-STA-320,2024-01-30,1285,1243,40 min
LIN-CNC-02-10,PRD-FLG-880-10,2024-05-02,2894,2826,35
LIN-PRS-01,PRD-PLT-005,2026-05-18,2844,2815,189 mins
LIN-PNT-01-9,PRD-FLG-880-9,2024-04-19,2603,2483,24
LIN-EDR-02-3,,2025-05-26,,,Line Maintenance
LIN-CNC-02-3,PRD-FLG-880-3,2024-08-22,2683,2234,80 mins
LIN-PRS-01-8,PRD-PLT-005-8,2026-01-29,2814,2614,3.1 hrs
LIN-WLD-02-5,PRD-PLT-005-5,2024-11-25,1340,1318,20 min
LIN-WLD-02,PRD-CHS-010,2024-10-02,1149,1135,12
LIN-WLD-02-3,PRD-CHS-010-3,2024-06-21,1035,985,109 mins
LIN-PNT-01-8,PRD-FLG-880-8,2026-02-20,3285,3158,100 mins
LIN-CNC-01-4,PRD-FLG-880-4,2024-04-04,2043,1946,47 min
LIN-CNC-01,PRD-VAL-101,2024-02-05,2351,2284,64
LIN-CNC-01-4,PRD-FLG-880-4,2026-01-09,1750,1593,2.9 hrs
LIN-PRS-01-7,PRD-PLT-005-7,2024-10-16,2929,2758,25
LIN-WLD-01-9,PRD-CHS-010-9,2026-06-09,731,715,85 mins
LIN-WLD-01-5,PRD-CHS-010-5,2024-04-12,1114,1063,3
LIN-WLD-02-4,PRD-CHS-010-4,2024-10-04,1414,1367,29
LIN-WLD-02-7,PRD-CHS-010-7,2026-02-07,359,354,212
LIN-CNC-01-4,PRD-VAL-101-4,2025-01-27,1904,1873,40
LIN-CNC-01-2,PRD-VAL-101-2,2025-06-15,471,439,34 min
LIN-PRS-01-6,PRD-PLT-005-6,2025-07-16,3449,3200,22 min
LIN-EDR-01-3,PRD-STA-320-3,2024-11-27,1286,1269,53
LIN-CNC-02-9,PRD-BRK-220-9,2025-03-03,1924,1901,30
LIN-CNC-01-5,PRD-FLG-880-5,2025-09-01,2312,2044,43 min
LIN-CNC-02-3,PRD-BRK-220-3,2025-06-19,2289,2251,12 min
LIN-WLD-01-10,PRD-CHS-010-10,2025-07-22,1007,990,27 min
LIN-PNT-01-4,PRD-HSG-450-4,2024-12-31,3351,3269,13 min
LIN-WLD-01-4,PRD-CHS-010-4,2024-03-18,786,768,22
LIN-CNC-02-8,PRD-BRK-220-8,2025-08-13,1856,1801,89 mins
LIN-CNC-02-10,PRD-FLG-880-10,2025-11-13,1919,1909,37
LIN-CNC-02-8,PRD-FLG-880-8,2025-12-12,2326,2126,78 mins
LIN-WLD-02-4,PRD-PLT-005-4,2026-02-23,1299,1253,25
LIN-WLD-02-10,PRD-CHS-010-10,2026-04-10,1245,1217,25 min
LIN-PRS-01-6,PRD-PLT-005-6,2026-03-17,3188,3052,17 min
LIN-PNT-01,PRD-HSG-450,2024-04-24,3529,3326,26 min
LIN-EDR-02-7,PRD-MOT-500-7,2024-02-22,1298,1129,37 min
LIN-WLD-02-8,PRD-CHS-010-8,2024-01-05,1414,1355,22 min
LIN-EDR-02-8,,2026-01-07,,,Line Maintenance
LIN-CNC-02-2,PRD-BRK-220-2,2025-06-10,2549,2486,20 min
LIN-WLD-02-3,PRD-PLT-005-3,2025-05-13,1296,1208,6
LIN-WLD-01-2,PRD-CHS-010-2,2026-01-15,956,894,14
LIN-EDR-02-5,PRD-MOT-500-5,2025-11-25,1133,1089,3 min
LIN-CNC-02,PRD-FLG-880,2025-12-12,1944,1880,41
LIN-CNC-01-2,PRD-VAL-101-2,2024-11-14,2403,2355,26 min
LIN-EDR-01-5,PRD-STA-320-5,2026-01-09,1089,1054,8 min
LIN-CNC-02,PRD-FLG-880,2026-05-21,2403,2301,1
LIN-CNC-01-2,PRD-VAL-101-2,2026-01-02,1475,1435,5
LIN-EDR-02-10,PRD-MOT-500-10,2025-09-15,1000,962,115 mins
LIN-PNT-01,PRD-FLG-880,2024-02-12,2523,2404,41 min
LIN-PRS-01-8,PRD-PLT-005-8,2025-06-02,3240,3139,38 min
LIN-PNT-01-5,PRD-FLG-880-5,2024-08-14,3133,2902,51
LIN-EDR-01,PRD-STA-320,2025-01-31,1663,1594,29
LIN-PRS-01-7,PRD-PLT-005-7,2024-01-29,3421,3348,0
LIN-WLD-02-4,PRD-CHS-010-4,2024-09-17,841,825,65
LIN-PRS-01-8,PRD-BRK-220-8,2026-01-28,3213,3093,2
LIN-PNT-01-3,PRD-FLG-880-3,2024-07-22,3289,3082,101 mins
LIN-PNT-01-2,PRD-HSG-450-2,2025-12-17,2503,2446,30 min
